1000 10000
126 467 2609
18 147 3967
284 333 149
149 973 2558
144 547 651
496 480 6132
46 704 2431
708 673 9623
743 508 9887
932 332 630
679 457 6095
288 825 592
608 107 8923
109 606 1894
667 748 3791
671 242 1270
803 639 9324
586 345 8995
210 86 8853
97 368 8184
79 46 8991
526 684 5814
118 642 6271
41 749 875
287 767 2621
79 436 8214
701 589 1851
25 174 5546
372 734 631
226 829 6349
762 907 4393
753 783 76
919 900 68
190 291 1816
65 577 581
38 6 3367
252 705 9954
455 728 5478
354 98 3210
337 674 3038
686 786 8295
80 537 1428
508 806 326
576 994 6616
744 409 8543
677 446 9899
44 48 5602
999 502 7680
829 854 5128
40 189 6801
430 225 3585
725 303 4473
505 161 1629
832 88 8622
800 830 9029
695 506 1825
594 900 8872
548 897 4724
228 725 4928
356 115 6467
509 543 5690
447 618 6992
272 121 9503
901 303 589
523 101 4770
905 146 2626
730 738 7524
954 284 5772
678 862 2847
606 217 1960
73 76 2501
764 521 5469
108 791 9588
611 43 7890
553 564 3341
675 819 4486
301 900 1222
177 852 1857
949 529 7717
148 133 284
108 205 2711
961 319 2230
430 425 2372
371 386 8413
261 289 5327
602 962 8497
440 613 3395
15 789 5245
872 88 8772
941 235 5256
578 693 4811
289 653 3128
871 433 3551
243 802 8287
8 413 1575
688 366 887
185 804 2499
580 817 6638
825 39 9076
950 979 6309
206 555 9353
17 842 4356
497 711 6787
400 305 8940
687 663 8703
262 349 3067
502 532 2870
100 110 2037
639 286 6075
715 234 9052
377 790 3957
82 157 7149
438 652 7210
577 50 2865
869 87 2527
573 700 7874
640 200 7405
862 551 865
900 540 7149
975 605 7733
379 980 1521
688 60 6028
837 848 8030
399 424 7430
265 291 2516
792 214 1214
666 853 764
423 65 7313
289 963 3851
790 288 9454
524 17 6785
397 703 5195
778 890 9042
808 288 7816
239 551 457
755 341 5670
321 357 2873
437 131 4936
750 770 250
953 558 4888
407 432 4256
544 180 2309
740 956 6198
134 762 9484
302 999 1385
759 104 8076
781 775 3783
654 210 5912
943 958 1680
193 261 4589
433 19 6019
689 561 197
999 651 9503
197 135 9264
33 435 9613
770 545 6716
198 676 4489
981 681 50
246 622 4358
926 165 7618
867 596 5635
887 636 1546
436 633 4196
940 180 1681
556 563 5467
169 683 2362
237 879 8036
79 858 1715
129 102 8335
839 379 4498
457 244 1445
444 481 7079
991 268 62
539 558 240
220 112 6153
687 631 2834
49 219 4711
438 296 1919
153 775 372
841 612 1749
339 420 3343
136 862 1175
215 851 5441
277 740 1997
869 959 6459
22 996 2088
856 396 8305
919 832 5951
839 335 5076
211 174 39
312 864 8457
7 998 8669
182 564 5871
975 191 609
324 411 4566
783 431 5913
872 638 4307
529 907 489
833 744 9822
909 305 3347
948 967 9209
757 973 1557
427 505 7471
650 479 661
259 153 422
178 935 3851
91 157 2839
750 684 2097
591 867 7191
765 775 8495
112 73 6812
673 181 9135
231 958 6639
702 606 7468
715 863 3619
137 39 7904
341 480 6059
532 580 9094
629 169 2959
821 933 9084
668 395 1156
480 67 6687
616 296 1643
607 348 4599
75 414 9812
46 549 1850
951 240 5680
362 771 9259
456 750 9426
416 569 8709
500 235 4103
8 66 1168
695 680 7814
690 285 5160
289 710 6572
102 106 2472
304 407 6710
336 768 4831
595 222 2580
374 988 7147
83 487 9733
186 845 797
354 539 5827
520 579 1462
681 219 1522
605 671 9626
429 973 6384
492 307 5150
323 253 1370
255 625 4357
755 706 3194
840 243 9037
989 947 4926
816 466 2504
630 497 2721
152 452 1742
130 880 8713
514 722 8370
16 395 9973
387 649 6596
96 402 9653
290 240 3246
679 227 2191
606 393 655
462 21 6502
535 523 9953
277 3 6183
342 868 1903
64 234 8296
38 971 7943
986 65 695
991 705 6285
237 735 1862
429 339 3253
436 151 4624
939 684 7497
892 311 7851
75 651 2069
978 713 5301
626 101 5271
570 86 6334
617 427 4390
903 663 2123
765 90 812
371 524 2961
347 813 3995
845 703 9304
48 128 305
117 104 5368
418 81 820
689 649 6904
376 616 8681
118 517 342
241 633 6782
405 2 8657
718 347 2468
713 542 8170
369 588 4648
26 703 1103
394 472 2182
214 511 5829
470 885 5443
152 353 7311
846 944 6942
629 347 294
286 63 5639
754 126 9532
276 493 7118
925 517 3172
28 262 6642
210 826 9151
391 647 3387
186 797 3738
849 993 8681
791 620 5378
437 256 440
429 9 564
961 635 1408
431 558 6923
603 936 1535
245 496 3360
749 885 2005
136 422 6152
874 269 6143
907 411 5114
286 846 5368
78 273 5727
642 584 4361
50 14 2269
326 615 556
861 211 5050
573 958 4286
578 92 3706
82 316 3325
578 222 3734
692 858 7931
60 934 1554
140 926 4137
501 975 9149
122 651 9762
678 510 8971
729 82 2279
367 10 369
425 91 9684
750 667 5256
837 709 2464
768 119 5396
322 257 7320
459 756 9645
960 877 9294
75 553 4155
398 632 1235
678 997 1595
47 420 5036
83 521 4053
691 356 3760
155 474 5878
903 794 6133
224 604 5240
221 914 5467
516 987 7370
671 384 6001
258 412 8348
853 457 8119
242 891 8638
295 580 6344
56 86 2816
934 987 5960
419 561 9914
659 781 3827
478 647 164
849 668 7898
850 924 9308
550 127 1116
669 367 3005
659 661 2935
355 67 3371
171 351 3357
484 768 9268
750 778 4399
929 254 8044
94 101 710
344 301 9984
653 202 7462
121 221 8179
478 879 6190
413 232 5255
785 754 7604
494 588 5723
762 336 8499
162 264 4103
558 708 7203
621 50 2854
957 53 3054
771 172 2274
951 648 5503
493 412 2733
749 547 5837
705 39 775
428 151 1110
279 663 9724
383 572 430
938 191 7478
792 146 6530
847 916 5052
473 217 9699
976 708 2461
61 807 4006
899 511 395
674 289 896
136 919 3558
860 300 9128
290 588 4669
121 378 165
3 575 9431
55 46 646
106 372 2705
567 432 4510
573 681 6371
320 705 7659
217 840 9576
775 698 6226
255 339 4812
276 458 4540
441 811 8466
873 864 8862
871 321 1233
576 886 4663
87 810 7694
458 128 8397
469 343 4235
397 468 1284
623 73 3621
787 347 1429
680 139 1238
146 10 4452
360 879 771
593 454 2656
608 891 6816
302 347 942
700 815 8636
287 562 3454
571 184 878
544 321 9223
973 999 1360
211 495 6720
664 206 9598
787 149 5402
443 756 2291
259 408 2988
554 458 5153
542 96 4714
996 665 7896
874 208 8567
450 531 4917
162 741 5410
235 755 1614
833 540 4762
587 334 5868
878 943 2626
866 847 3435
20 387 2529
734 73 7544
982 958 2102
901 406 7632
818 919 1723
229 152 8828
195 335 9718
309 272 3402
529 148 344
508 364 4189
943 734 9927
824 818 4659
720 150 5615
823 50 8372
807 866 641
882 445 9143
62 991 9828
780 298 8098
183 178 2596
879 684 9958
420 625 8043
347 799 5211
358 869 9360
326 42 1760
50 847 4624
691 79 2420
834 139 409
14 918 6057
112 451 5233
708 680 6915
666 98 890
61 796 6039
273 504 9907
985 828 947
745 876 3145
369 917 8222
141 101 1360
902 113 8628
960 223 3429
545 929 6107
461 946 3555
703 357 5701
743 628 3556
2 611 6382
949 354 1609
94 74 9876
669 565 3976
381 466 6439
9 424 9013
790 967 4292
249 778 2236
156 832 9944
858 925 3570
414 925 1532
148 872 9236
109 317 7660
986 984 9224
314 715 688
105 722 4462
118 862 5779
411 461 7908
999 615 1738
943 823 9661
866 587 1584
398 86 4806
986 193 2473
647 529 2807
223 841 3520
911 297 9592
725 413 804
504 822 3263
412 172 6877
502 113 3698
163 977 3636
99 725 6720
258 62 911
731 707 8791
891 928 7982
411 189 1277
356 264 7689
160 766 7861
424 529 4031
653 29 6143
351 543 470
339 640 8546
59 896 9606
323 978 7663
114 867 1941
96 628 9480
374 334 4742
415 493 9858
276 267 2737
308 918 8765
803 619 6658
273 957 1648
171 14 8543
777 335 8871
792 799 9088
85 894 2714
565 618 8399
659 31 7890
518 305 7155
255 611 3071
372 412 5688
382 36 4995
31 205 5008
574 333 5693
797 475 5843
885 559 735
951 474 703
350 132 732
592 1000 1387
747 605 3997
170 328 3759
211 708 1145
206 737 8349
566 661 4032
612 456 9505
455 691 9414
542 993 6887
245 693 9369
329 284 6719
716 381 5322
713 550 6648
825 111 3707
970 315 5442
671 232 9454
703 842 8260
561 647 950
327 187 9293
214 782 8984
935 109 4266
654 823 4998
329 887 7898
329 62 5007
36 30 7672
831 52 902
285 105 3094
545 664 3739
847 990 9924
140 554 8704
125 840 7163
743 844 3985
741 523 2222
639 851 9282
646 237 2662
671 418 712
573 701 3816
668 597 7830
759 794 2170
684 933 75
740 408 7265
256 501 4107
241 24 4981
463 230 182
97 227 3417
759 896 2834
824 819 7885
992 837 6832
174 595 6977
345 629 4908
772 719 8666
37 973 6165
496 564 8756
477 377 4337
659 472 1562
429 582 808
615 404 6625
852 394 4813
37 566 2758
14 261 385
274 31 5454
292 418 2426
809 265 7988
566 92 716
255 102 7186
169 529 2766
977 494 4520
954 696 6264
119 731 5829
877 95 4440
614 367 5822
69 9 7238
495 817 1853
835 733 1944
551 986 4044
90 153 7923
208 128 2767
729 432 6461
993 550 8543
174 425 9636
615 38 7354
437 457 361
27 302 1176
881 135 4907
177 37 2243
221 477 8394
496 683 6872
263 762 655
724 754 8203
619 278 4978
256 243 1366
962 678 2821
323 56 8121
852 287 1607
759 462 7642
3 33 2469
749 527 6150
622 140 5911
629 214 8015
832 83 8291
162 438 7533
529 398 1561
350 719 3967
472 569 6604
79 679 5064
73 32 2447
542 779 3972
44 751 1462
955 378 8675
322 560 505
966 721 2941
851 248 9689
764 596 8406
84 418 9326
688 495 1003
753 918 2033
200 458 7162
525 501 6912
339 806 4640
14 479 2199
871 795 918
164 644 2164
853 758 5110
612 840 1527
938 527 9372
941 630 6289
326 828 1097
488 703 9948
752 393 5105
393 405 4582
592 627 9375
862 789 3369
26 641 8125
488 251 316
15 539 3841
740 830 6469
29 154 647
478 992 6701
427 743 6092
532 486 7495
466 428 4120
193 288 5260
562 664 4251
39 150 5852
355 516 9389
196 254 2217
17 633 2721
665 109 8063
718 886 8804
810 416 8640
657 880 7066
130 71 1352
390 983 14
993 21 4515
845 726 29
234 273 8633
803 288 264
876 303 8723
939 19 7608
96 179 8374
736 835 9253
155 963 8674
507 703 8
874 694 1379
389 537 3103
418 121 5374
403 274 1013
19 148 666
742 437 1036
702 531 8213
77 618 6046
682 771 1359
708 276 3060
716 500 1752
95 887 9639
551 655 9758
277 56 3382
642 73 528
309 166 1964
345 866 2845
910 293 5461
309 325 9582
668 32 209
81 98 3707
185 544 4593
825 93 5598
935 368 2653
670 9 8724
198 668 5240
514 363 7105
712 271 1748
525 930 2072
108 597 9454
669 28 3902
376 211 444
321 386 8535
920 672 6254
925 340 4613
649 888 4279
242 753 8992
699 463 4261
447 338 5190
871 444 3137
325 463 7515
228 838 3724
24 509 461
912 427 7483
166 350 1821
131 350 3059
410 590 6810
402 287 8623
15 84 3960
557 954 8754
46 629 3216
561 207 7404
638 230 5911
451 140 689
934 656 4389
755 785 5737
814 545 2677
977 297 2314
600 310 2749
912 218 9701
667 614 5328
235 174 3534
639 162 1114
902 611 252
591 543 9906
981 648 4689
70 812 5232
100 787 527
414 738 1187
163 648 8755
216 665 6368
897 250 7892
783 887 7052
897 140 7013
149 729 2554
407 708 8200
96 129 3362
680 227 2148
559 991 5884
98 505 4882
854 719 7898
574 614 8146
466 747 9384
870 642 7522
883 789 9601
789 546 3660
341 640 1787
703 670 3012
203 579 2353
87 676 9856
322 880 7926
572 452 1890
718 268 1636
454 488 8276
976 369 8416
578 508 1960
238 847 9951
377 900 7619
741 102 8197
94 539 9223
303 859 3101
229 429 8903
119 498 8169
755 950 655
384 277 3374
800 853 8880
112 441 8077
63 816 7975
35 555 7075
584 999 7613
159 300 822
260 527 4602
515 997 7098
36 102 398
43 484 5673
769 634 2524
649 745 7315
78 158 9129
405 543 34
833 125 6032
446 282 3330
620 892 6208
222 405 203
672 791 3303
71 832 138
744 599 2770
621 598 5865
936 26 3022
418 430 4563
452 261 5039
836 57 3671
519 27 3562
727 248 6317
282 270 6459
585 691 8289
75 434 4239
846 405 6835
711 339 6860
85 107 8640
100 558 2899
392 744 6306
63 261 3331
977 338 4929
647 970 8198
106 554 9887
395 979 5671
634 823 8074
822 885 764
34 320 2869
674 319 777
925 709 520
231 123 8131
562 98 9820
492 743 5788
42 847 5692
281 593 9670
305 577 6843
731 397 6726
495 781 5045
365 453 2714
494 376 4774
366 605 4895
498 518 2991
670 360 8085
458 752 282
503 383 7873
173 686 7801
16 416 548
95 261 9328
140 976 2779
206 469 6506
980 833 461
875 681 7977
219 349 6687
304 158 8437
586 659 2171
812 182 855
613 196 1621
161 641 8881
489 131 8207
621 336 7674
479 314 6858
940 540 7537
270 757 2237
957 411 6745
747 995 402
270 157 5582
125 768 9128
99 280 7768
332 119 2897
539 738 3583
566 215 1896
424 506 1786
313 774 3541
902 81 7950
647 178 5295
401 446 9803
983 922 2921
464 19 5199
584 701 2317
833 238 3405
417 154 8619
665 928 7475
451 240 5247
344 492 1326
646 138 6855
293 537 1299
96 871 4571
18 685 1940
217 267 8639
886 98 9228
292 865 1380
263 528 8307
738 329 3897
337 671 6739
15 315 875
870 607 5763
522 53 6984
93 69 3667
34 637 6284
673 521 7732
901 163 1596
634 424 2474
941 512 5802
190 847 7823
929 861 6489
157 729 7094
272 249 2145
256 693 4565
275 725 3200
911 748 3071
643 648 1233
591 632 2655
66 571 7518
220 111 8363
43 38 9222
884 545 3302
978 815 1901
476 421 9592
393 694 4667
593 603 9414
664 597 9412
249 186 6042
257 602 3963
775 820 7072
138 214 8460
713 96 9004
367 425 817
620 251 7237
213 642 8281
232 585 3883
646 599 4478
58 847 8014
100 102 615
63 227 785
487 715 6349
948 426 3796
952 143 219
769 762 6820
358 325 5460
640 555 2043
875 200 9640
705 608 5837
719 59 6937
686 472 3162
472 958 2876
173 904 1652
969 206 2794
540 973 906
360 682 9229
172 320 5134
567 545 5332
208 248 8291
397 317 7348
335 2 2818
849 824 1774
77 995 9028
730 963 7232
876 501 3556
134 212 5236
363 382 6906
497 300 2449
182 858 9047
825 253 8362
173 586 7362
343 786 3184
470 861 2178
498 941 4491
731 167 342
639 299 2904
875 12 7637
133 860 2935
934 392 4791
981 215 9042
343 386 8979
706 79 7763
242 547 974
772 44 266
263 125 8431
958 762 2729
862 987 5091
499 118 7949
434 50 9339
225 29 7552
620 722 6288
599 426 8366
714 19 1911
688 789 2305
954 403 428
738 359 2540
467 219 7525
558 69 4993
860 501 7393
199 77 7420
104 695 2493
392 292 7269
110 4 1286
22 42 3074
327 347 9827
108 83 9184
648 900 6753
174 808 3820
519 666 3320
913 216 6395
685 318 2088
178 60 5730
448 169 5084
734 541 1124
160 218 6821
987 324 4254
523 323 2504
277 495 311
97 12 8327
769 275 9541
516 959 4209
956 135 2268
38 581 4787
122 666 7326
599 824 4894
772 810 1569
27 683 9890
531 958 7383
194 406 1745
522 525 4019
63 392 4328
625 698 2461
893 735 8393
32 855 7057
358 804 7879
604 575 7039
173 952 3721
63 481 1029
798 674 6433
544 546 2309
915 607 8699
243 582 395
56 473 9480
449 503 8334
506 211 3488
738 814 9061
777 985 2011
850 399 4843
880 195 7867
665 89 9411
974 354 5368
25 947 9949
773 2 1772
253 449 9274
939 954 8835
780 690 8999
841 817 1335
205 666 5732
400 896 5925
267 911 6365
678 236 4717
398 259 1663
347 382 9663
120 986 3462
746 923 3766
933 701 4806
933 893 3622
268 448 6638
352 846 4884
629 463 4793
994 491 5027
64 887 637
727 233 2017
742 703 5001
204 447 4275
971 378 3326
777 661 7569
751 279 9015
741 629 5211
625 609 7672
419 953 2161
798 15 4047
435 92 9630
805 832 4331
806 387 3776
433 708 9504
760 835 4164
329 585 1793
697 676 5421
908 300 6380
933 69 8331
94 865 8697
493 299 2787
123 102 2970
454 258 2707
582 42 9413
439 152 4246
603 831 7181
396 526 4856
169 785 8506
901 716 6573
233 808 436
930 300 7085
69 773 8537
391 226 9794
98 158 7834
511 595 2336
110 548 8165
643 295 690
851 814 1473
357 714 8187
282 945 9345
71 225 8995
156 644 6767
694 34 3343
840 130 2499
26 992 6445
362 452 2991
527 93 6636
569 295 6449
42 2 5161
581 283 7456
279 352 2031
274 858 1673
41 550 2057
384 388 3186
236 412 3528
681 124 978
24 650 9069
661 217 1714
462 610 4715
623 189 996
79 818 3698
462 91 3554
135 482 5455
545 217 2841
731 451 2604
259 482 726
589 856 1726
658 867 9942
373 327 9550
440 948 5089
436 377 5906
486 189 7347
40 675 9827
847 218 3042
41 299 5843
997 556 4675
723 495 2530
802 503 2395
744 874 7073
646 664 5371
87 98 1099
345 934 6286
692 325 8959
872 170 1175
914 209 2472
110 204 6378
785 278 3871
315 78 373
63 172 7597
136 168 260
859 605 5708
958 301 3993
245 343 2316
556 213 8836
732 478 44
556 586 7598
287 369 2226
158 35 5654
883 448 4176
833 934 3694
445 791 9298
153 748 9597
498 343 1938
814 897 2502
651 979 7978
47 534 6914
997 819 1281
576 327 2666
230 209 7112
759 392 8044
453 835 834
751 338 2932
700 835 4273
639 999 168
493 648 8146
471 45 7030
385 393 6847
18 967 4172
37 195 5731
149 952 9121
194 756 7306
380 505 9643
312 204 6476
585 193 6473
753 36 8472
251 505 8867
281 240 5258
480 608 6223
5 643 3769
736 143 2071
210 335 4825
516 713 1329
511 23 3883
987 958 4426
813 61 5460
285 311 1315
152 942 8905
763 421 9511
986 424 8505
755 510 6646
827 718 8331
652 585 4394
333 94 1415
568 432 2723
994 243 5782
454 878 5091
121 380 4032
26 141 9451
890 478 8225
395 231 9733
393 408 9450
724 411 7385
118 742 6829
885 661 4259
608 653 8852
742 458 9080
834 577 3811
218 954 1950
21 842 2426
246 587 9008
979 978 3766
781 52 5175
518 520 7268
348 403 3927
959 361 9578
812 101 2386
244 285 962
55 853 3266
358 224 6106
784 468 691
144 798 19
911 929 6069
86 446 9587
354 144 8340
633 101 5051
212 263 5502
598 506 4786
912 559 5989
178 915 2212
636 50 8030
679 192 3178
698 453 3458
767 890 9902
706 242 2044
398 874 495
449 436 7757
952 384 9261
90 647 5170
431 175 7436
643 162 8484
26 839 26
556 536 9478
14 653 8366
268 358 3958
664 106 182
160 554 2968
269 856 4703
530 944 6348
52 373 3873
488 367 7033
972 743 2871
351 297 7757
829 662 1408
547 928 6116
857 591 221
392 101 5125
360 368 9979
63 248 5921
763 298 1644
989 785 3009
22 107 7102
245 456 750
2 635 7410
411 180 3336
527 388 3277
100 778 1376
225 136 8094
204 550 6340
477 311 7637
122 298 9420
483 671 2877
586 914 5332
336 915 8965
98 676 8496
434 553 7882
64 652 3658
792 227 5144
887 430 692
227 257 9354
864 377 5002
636 211 1023
514 147 3936
198 833 4201
515 929 3227
11 713 778
245 775 9780
903 566 9006
400 451 4786
92 28 3041
798 891 1769
153 877 3978
176 741 3123
464 937 9954
17 803 8233
244 812 4944
23 56 9718
803 309 6634
809 707 7435
947 150 8461
989 298 3702
758 449 2578
88 624 669
211 438 6957
517 454 6758
750 696 8568
46 717 2974
116 871 7282
750 30 9339
185 976 3487
999 315 1784
701 423 5583
631 509 9557
301 718 3994
610 585 9446
368 685 5492
288 729 6560
263 844 2429
897 592 4809
236 128 5783
76 125 7448
212 176 8869
795 806 376
353 105 1444
699 65 2027
497 431 3062
989 717 6790
549 330 5632
330 577 2574
140 164 5052
275 238 1527
724 448 5702
593 59 6506
322 944 961
766 993 6024
146 488 4805
208 476 5872
998 375 2201
982 56 128
909 546 6290
961 171 526
489 893 7324
543 837 2268
49 509 2210
362 273 6554
738 769 2040
543 976 6866
415 324 7592
968 305 6646
97 212 1542
387 523 1711
266 362 955
942 903 8142
210 950 3649
773 662 5272
327 398 5040
719 939 2366
586 705 7688
178 671 9343
176 118 9905
718 856 4427
429 472 787
384 764 1041
526 973 8989
527 96 1002
800 773 398
192 490 4688
558 426 9743
598 602 7764
942 128 8881
847 844 2087
626 272 1557
766 6 7319
807 883 1642
148 408 3088
150 206 1859
901 748 2700
941 304 2476
684 901 6077
800 193 5555
33 38 3398
120 15 4020
677 779 2024
997 584 1905
991 82 3664
80 231 6220
939 482 967
991 421 269
468 455 4520
897 605 6711
452 637 3100
202 755 8113
222 431 8890
599 778 2824
504 119 8904
520 197 4485
741 487 6317
708 476 9088
977 294 8893
850 189 3497
561 992 8132
661 192 1237
774 765 1666
16 362 5794
192 216 8912
449 735 459
934 474 5944
604 180 771
692 507 1063
586 707 5603
83 267 3593
567 278 1135
804 51 5898
823 417 2610
969 608 3177
881 407 4910
341 691 6734
637 293 3264
408 984 1121
472 568 4827
75 100 1092
20 566 9368
507 368 7769
758 541 1537
368 509 3495
545 388 8900
807 79 8589
541 715 8881
805 473 8863
927 943 3781
754 368 780
198 386 4344
918 892 2062
688 648 1954
225 366 3461
720 910 8199
972 715 277
561 607 8342
442 410 6813
657 687 3107
438 791 6473
570 987 3210
914 904 8100
329 942 6098
283 517 3462
744 587 9722
295 557 9788
924 116 393
618 909 1153
432 564 6839
891 353 4980
364 921 318
574 186 8572
26 865 7512
476 146 5027
291 240 964
13 885 1519
801 808 7985
546 424 2892
700 206 7807
891 95 158
223 810 3429
541 734 5613
113 111 1476
977 585 2972
356 874 3562
320 238 1446
839 389 3252
825 934 26
69 984 2231
876 225 9324
386 446 484
816 986 6217
429 449 7326
258 425 9909
230 779 134
145 98 1370
943 287 6109
547 110 8393
573 530 9375
804 404 4950
481 789 7395
965 603 9731
534 382 4178
860 990 4601
770 219 8731
256 714 4827
978 655 7112
87 200 3573
481 123 7101
208 278 1855
159 757 7994
906 72 8947
637 605 328
815 463 6316
769 583 9885
500 189 949
679 165 4602
143 603 3152
68 434 6626
169 640 902
377 149 8009
371 53 8431
319 40 2034
647 206 8848
315 973 8781
553 823 1969
502 852 2484
457 993 85
961 60 9517
587 579 6508
841 954 6007
850 324 9059
282 993 4449
668 638 3653
868 303 3976
650 206 7797
971 707 2647
807 514 1991
245 473 3049
762 411 1978
622 250 7931
630 451 1605
41 731 5596
490 749 6584
144 616 7237
120 616 7442
270 937 8147
269 742 6659
260 985 2482
661 98 2243
640 718 492
923 698 7941
528 737 3022
476 226 7769
60 720 3735
297 838 3349
739 458 1284
238 726 6377
249 984 2360
84 996 7808
327 634 6525
171 907 3573
464 433 5309
486 259 8885
608 317 1603
695 964 7439
45 54 3248
681 642 8972
58 890 9306
771 324 7300
579 649 1284
456 819 9189
30 281 8972
691 118 6229
576 76 3896
179 769 2859
970 164 3263
218 196 6903
190 604 3143
849 373 4465
501 303 3113
786 109 2282
327 137 9913
300 178 5381
881 752 6455
778 281 9575
989 250 8089
252 818 3283
507 359 7886
651 206 609
116 705 9262
581 841 370
863 167 3857
777 817 5034
158 696 9136
966 824 1416
893 811 5664
982 413 7832
618 271 4189
856 920 393
817 34 6449
80 614 7288
450 827 4805
659 954 1620
693 111 6667
830 427 7489
598 318 9651
614 650 6414
446 266 4683
636 120 3953
381 936 5986
830 14 2950
119 814 7127
924 471 2080
897 515 9541
564 695 5966
405 291 3634
408 255 4282
175 699 7547
858 685 4017
812 65 7951
150 893 1315
452 362 4479
931 637 1301
11 532 3166
552 446 2859
870 201 4500
504 608 3753
139 781 4802
686 989 5486
55 151 8901
359 651 5144
26 453 1505
506 383 5492
159 392 6022
325 295 8818
184 515 5017
36 18 623
141 507 4754
943 543 2094
781 596 6595
34 953 4245
179 978 7048
36 834 9429
528 991 6172
902 314 6817
720 848 7330
737 882 7698
361 21 2203
467 314 4744
561 446 9339
509 478 6642
754 7 7970
154 41 7802
584 919 3791
108 819 5455
925 537 9301
255 273 6181
954 984 2552
509 449 3217
254 361 3661
945 868 5489
939 972 3847
910 124 238
712 58 156
856 164 5973
311 439 2861
613 45 3132
146 349 6466
699 856 1265
916 460 9624
929 403 842
770 341 9164
617 249 1639
208 311 4047
364 165 2562
689 475 3999
550 86 2042
34 582 4389
500 279 9596
766 545 6054
742 824 5808
937 593 5499
453 560 3098
92 766 6407
492 480 5571
54 520 2396
405 68 9832
800 453 412
541 951 6690
137 67 4585
544 808 7760
352 95 1703
851 546 261
949 989 6378
708 479 208
279 883 7726
27 638 8145
859 436 4596
272 976 9897
314 463 8963
251 5 7769
11 355 6214
714 556 758
328 855 2097
706 562 1574
266 191 807
993 217 7444
490 74 9878
86 696 5204
983 8 6666
946 258 3021
67 619 3727
281 332 4281
392 658 4135
489 714 9695
416 978 2884
223 321 2451
19 809 5524
250 893 5218
454 227 4577
472 523 8185
846 589 3802
573 220 9484
206 610 9140
341 450 1852
388 864 4181
625 437 3852
76 455 2660
952 703 7903
171 507 9480
100 330 2
637 174 3589
439 745 9159
924 949 1120
416 641 1568
621 379 4782
154 2 1569
6 429 9374
666 379 4427
922 900 1933
402 998 1261
404 985 1785
345 423 880
857 697 9179
977 463 818
897 82 4548
679 586 6900
600 591 327
975 607 6705
402 527 7603
687 280 3952
300 682 3935
85 378 7708
965 233 4755
145 208 569
315 455 7001
215 484 4586
116 82 7175
443 55 3780
500 808 2306
456 493 8584
408 792 2616
695 875 7992
756 191 6575
863 686 3133
432 351 5586
434 565 5068
20 679 3149
547 472 5554
327 971 360
985 425 5852
921 183 9642
890 228 9867
234 982 1056
810 196 8740
943 978 90
882 410 6005
950 780 682
451 677 7152
6 3 8473
718 338 5896
570 258 6077
564 498 5656
784 730 5988
840 538 8182
933 832 9159
375 712 5919
732 12 3050
414 814 7725
918 170 78
744 886 2415
640 807 6023
70 721 3519
726 503 9247
714 694 6136
249 977 7318
760 702 8380
679 432 4390
81 196 1202
807 464 722
885 206 607
652 845 9412
675 265 9483
546 341 7985
794 53 8677
282 652 3004
600 410 4704
980 88 6134
722 519 4328
277 324 2790
999 560 9995
606 562 8190
370 236 9805
854 780 4144
191 924 3547
868 556 6198
872 154 7606
576 132 44
62 205 6562
390 480 1236
532 477 4146
879 434 7707
421 802 4293
226 6 7423
722 195 6346
270 413 6252
820 283 5405
426 209 4887
823 621 9090
737 361 5568
325 244 1396
472 121 828
531 893 5980
824 469 9985
247 190 7178
945 810 2590
198 628 9223
603 404 1783
842 225 2754
933 312 114
853 636 9356
249 458 6827
77 987 718
58 809 7186
395 406 6726
573 350 2886
515 546 5512
91 499 1266
226 691 3842
980 622 6152
94 474 2138
450 73 9594
630 149 2579
348 557 1738
886 950 8143
964 873 4491
850 739 3387
714 828 236
981 52 9925
823 30 7898
975 475 9722
114 275 6793
60 903 9940
640 602 7847
378 486 4147
521 801 6019
364 649 5108
751 714 7934
339 693 5336
265 514 3716
515 839 3189
237 303 5815
30 362 5716
323 1000 6316
170 728 1153
670 600 6952
689 962 2951
149 64 4663
83 401 9706
771 16 9218
839 529 8408
29 764 6709
196 145 69
264 466 7419
933 986 4146
86 654 1096
390 693 56
693 840 7118
709 273 8870
415 42 8884
986 880 7764
394 259 8878
103 453 9021
525 67 4485
944 998 9470
442 82 8122
538 822 9166
947 514 5004
65 573 6276
287 986 4668
172 970 3898
288 714 7155
166 816 2958
188 691 7024
673 985 2020
495 426 5453
970 314 625
136 259 489
140 675 6060
768 960 3397
437 482 5365
335 768 3078
843 285 3244
153 471 5933
529 142 1268
550 988 692
355 956 4357
980 90 5966
822 580 8991
882 347 2302
279 134 1134
997 819 3253
427 12 7536
23 164 3005
308 691 497
576 591 9483
621 296 4437
978 627 877
296 447 7456
288 327 3153
590 957 2637
724 952 9806
329 377 1817
865 398 4331
870 56 4372
368 630 314
203 249 7608
993 225 3233
870 520 7678
678 158 3356
183 98 7311
172 12 7613
979 500 7340
148 363 6088
831 232 6142
203 950 8770
517 151 1018
126 494 3593
711 363 2463
742 391 6619
98 573 4715
761 743 7886
726 72 9384
66 570 3097
154 399 9327
296 953 7627
418 468 1129
436 944 621
382 654 3334
845 746 6724
817 842 295
532 953 9388
770 677 3811
506 93 1731
604 245 1129
283 891 9080
911 659 5898
40 446 2841
13 826 5845
348 669 2589
72 484 2781
719 367 84
459 135 2111
270 640 6202
2 594 8445
